group,variable,donated,received,value
Korea,1971,0,902.2163,-902.2163
Korea,1972,0,910.6468,-910.6468
Korea,1973,0,2554.9595,-2554.9595
Korea,1974,0,2118.2234,-2118.2234
Korea,1975,0,2258.0835,-2258.0835
Korea,1976,0,2714.5871,-2714.5871
Korea,1977,0,2373.4442,-2373.4442
Korea,1978,0,2984.5801,-2984.5801
Korea,1979,0,1742.7492,-1742.7492
Korea,1980,0,4238.1663,-4238.1663
Korea,1981,0,3619.7463,-3619.7463
Korea,1982,0,1886.6615,-1886.6615
Korea,1983,0,4624.6773,-4624.6773
Korea,1984,0,2658.8052,-2658.8052
Korea,1985,0,3771.7791,-3771.7791
Korea,1986,0,1439.6567,-1439.6567
Korea,1987,0,1132.8886,-1132.8886
Korea,1988,0,1087.2292,-1087.2292
Korea,1989,0,648.4062,-648.4062
Korea,1990,0,1304.62,-1304.62
Korea,1991,0,507.1467,-507.1467
Korea,1992,0,232.4657,-232.4657
Korea,1993,0,611.67,-611.67
Korea,1994,0,1908.213,-1908.213
Korea,1995,0,4.3488,-4.3488
Korea,1996,0,383.7476,-383.7476
Korea,1997,0,33479.2747,-33479.2747
Korea,1998,0,6604.9196,-6604.9196
Korea,1999,0,6460.4417,-6460.4417
Korea,2000,0,715.8807,-715.8807
Korea,2001,0,946.9435,-946.9435
Korea,2002,0,832.4699,-832.4699
Korea,2003,0,117.9599,-117.9599
Korea,2004,0,146.0306,-146.0306
Korea,2006,2306.7204,10.6465,2296.074
Korea,2007,3135.6256,0,3135.6256
Korea,2008,3795.3724,0,3795.3724
Korea,2009,4145.2038,0,4145.2038
Korea,2010,1921.1855,0,1921.1855
Korea,2011,1627.5337,0,1627.5337
Korea,2012,1760.0954,0,1760.0954
Korea,2013,7064.4385,0,7064.4385
Kuwait,1962,301.2764,0,301.2764
Kuwait,1963,135.3265,0,135.3265
Kuwait,1964,351.9643,0,351.9643
Kuwait,1965,33.9247,0,33.9247
Kuwait,1966,244.6249,0,244.6249
Kuwait,1967,243.1179,0,243.1179
Kuwait,1968,89.6692,0,89.6692
Kuwait,1970,18.0968,0,18.0968
Kuwait,1971,210.8169,0,210.8169
Kuwait,1972,279.4772,0,279.4772
Kuwait,1973,291.8632,0.3255,291.5377
Kuwait,1974,654.8796,0,654.8796
Kuwait,1975,1313.0252,0,1313.0252
Kuwait,1976,1217.9644,0,1217.9644
Kuwait,1977,1435.8031,0.243,1435.56
Kuwait,1978,611.2688,0,611.2688
Kuwait,1979,977.3729,0,977.3729
Kuwait,1980,679.3211,0,679.3211
Kuwait,1981,1938.269,0.0784,1938.1905
Kuwait,1982,2043.5492,0,2043.5492
Kuwait,1983,1081.2514,0,1081.2514
Kuwait,1984,783.9678,0,783.9678
Kuwait,1985,607.2839,0.5244,606.7595
Kuwait,1986,706.626,0,706.626
Kuwait,1987,581.9257,0,581.9257
Kuwait,1988,496.6543,38.5482,458.1061
Kuwait,1989,600.2667,0,600.2667
Kuwait,1990,805.1245,4.9019,800.2227
Kuwait,1991,613.9403,10.2443,603.696
Kuwait,1992,682.3152,7407.6038,-6725.2886
Kuwait,1993,1008.3767,0.5347,1007.8421
Kuwait,1994,397.8501,7.8784,389.9718
Kuwait,1995,903.6102,302.5403,601.0699
Kuwait,1996,856.6649,48.3431,808.3218
Kuwait,1997,659.7537,1.4508,658.303
Kuwait,1998,762.4368,5.8398,756.597
Kuwait,1999,955.503,1.6441,953.8589
Kuwait,2000,618.0471,1.036,617.011
Kuwait,2001,848.7202,5.1056,843.6146
Kuwait,2002,1104.3929,3.1157,1101.2772
Kuwait,2003,457.4452,1.5083,455.9369
Kuwait,2004,658.6045,17.1198,641.4846
Kuwait,2005,967.3095,1.2689,966.0407
Kuwait,2006,586.4727,3.8287,582.644
Kuwait,2007,693.6884,2.9033,690.7852
Kuwait,2008,825.4642,38.7736,786.6906
Kuwait,2009,524.8461,0.898,523.9481
Kuwait,2010,325.7929,0.0186,325.7743
Kuwait,2011,0,0.4321,-0.4321
Kuwait,2012,1860.0821,0,1860.0821
Kuwait,2013,944.7205,0,944.7205
Mexico,1949,0,276.5603,-276.5603
Mexico,1950,0,291.9698,-291.9698
Mexico,1952,0,240.8751,-240.8751
Mexico,1954,0,494.7267,-494.7267
Mexico,1958,0,364.9623,-364.9623
Mexico,1960,0,202.7568,-202.7568
Mexico,1961,0,119.9744,-119.9744
Mexico,1962,0,1233.543,-1233.543
Mexico,1963,0,390.365,-390.365
Mexico,1965,0,1190.2145,-1190.2145
Mexico,1966,0,133.3297,-133.3297
Mexico,1968,0,973.0323,-973.0323
Mexico,1969,0,439.5055,-439.5055
Mexico,1970,0,1527.243,-1527.243
Mexico,1971,0,933.6728,-933.6728
Mexico,1972,0,2023.4723,-2023.4723
Mexico,1973,0,1892.4708,-1892.4708
Mexico,1974,0,2094.7625,-2094.7625
Mexico,1975,0,2126.2819,-2126.2819
Mexico,1976,0,2087.6183,-2087.6183
Mexico,1977,0,1461.5422,-1461.5422
Mexico,1978,0,2542.6847,-2542.6847
Mexico,1979,0,1994.4491,-1994.4491
Mexico,1980,0,4259.7978,-4259.7978
Mexico,1981,0,4539.2302,-4539.2302
Mexico,1982,0,3323.4787,-3323.4787
Mexico,1983,0,13936.5689,-13936.5689
Mexico,1984,0,2784.3079,-2784.3079
Mexico,1985,0,4232.3255,-4232.3255
Mexico,1986,0,6545.8617,-6545.8617
Mexico,1987,0,3933.842,-3933.842
Mexico,1988,0,3051.0733,-3051.0733
Mexico,1989,0,11363.2328,-11363.2328
Mexico,1990,0,7896.0246,-7896.0246
Mexico,1991,0,8804.8396,-8804.8396
Mexico,1992,0,4435.7613,-4435.7613
Mexico,1993,0,2753.0598,-2753.0598
Mexico,1994,0,5949.3838,-5949.3838
Mexico,1995,0,16702.133,-16702.133
Mexico,1996,0,4403.183,-4403.183
Mexico,1997,0,3523.0286,-3523.0286
Mexico,1998,0,7151.8655,-7151.8655
Mexico,1999,0,8523.8429,-8523.8429
Mexico,2000,0,7278.5686,-7278.5686
Mexico,2001,0,4978.2553,-4978.2553
Mexico,2002,0,5720.5234,-5720.5234
Mexico,2003,0,3931.4485,-3931.4485
Mexico,2004,0,2183.513,-2183.513
Mexico,2005,0,4336.0472,-4336.0472
Mexico,2006,0,2191.129,-2191.129
Mexico,2007,0,1462.8876,-1462.8876
Mexico,2008,0,4263.6335,-4263.6335
Mexico,2009,0,29591.0766,-29591.0766
Mexico,2010,0,28589.0417,-28589.0417
Mexico,2011,0,32943.4776,-32943.4776
Mexico,2012,0,2269.1044,-2269.1044
Mexico,2013,0,3250.848,-3250.848
Mexico,9999,0,2.745,-2.745
Morocco,1962,0,115.2844,-115.2844
Morocco,1964,0,127.1548,-127.1548
Morocco,1965,0,149.6677,-149.6677
Morocco,1966,0,320.2719,-320.2719
Morocco,1968,0,102.4245,-102.4245
Morocco,1969,0,409.7544,-409.7544
Morocco,1970,0,179.6756,-179.6756
Morocco,1971,0,265.3577,-265.3577
Morocco,1972,0,609.0605,-609.0605
Morocco,1973,0,660.5226,-660.5226
Morocco,1974,0,1100.0268,-1100.0268
Morocco,1975,0,330.4106,-330.4106
Morocco,1976,0,1189.0205,-1189.0205
Morocco,1977,0,1438.9547,-1438.9547
Morocco,1978,0,930.2579,-930.2579
Morocco,1979,0,1653.7903,-1653.7903
Morocco,1980,0,962.5975,-962.5975
Morocco,1981,0,1803.6706,-1803.6706
Morocco,1982,0,1551.3068,-1551.3068
Morocco,1983,0,2982.5147,-2982.5147
Morocco,1984,0,1640.9624,-1640.9624
Morocco,1985,0,2853.6697,-2853.6697
Morocco,1986,0,2786.2033,-2786.2033
Morocco,1987,0,3036.3041,-3036.3041
Morocco,1988,0,2090.3219,-2090.3219
Morocco,1989,0,2335.8428,-2335.8428
Morocco,1990,0,2671.1932,-2671.1932
Morocco,1991,0,2296.7457,-2296.7457
Morocco,1992,0,2244.4831,-2244.4831
Morocco,1993,0,3054.9176,-3054.9176
Morocco,1994,0,1626.1937,-1626.1937
Morocco,1995,0,2155.3963,-2155.3963
Morocco,1996,0,2300.5076,-2300.5076
Morocco,1997,0,2119.207,-2119.207
Morocco,1998,0,2230.8827,-2230.8827
Morocco,1999,0,1763.065,-1763.065
Morocco,2000,0,1578.7192,-1578.7192
Morocco,2001,0,3007.1865,-3007.1865
Morocco,2002,0,2210.977,-2210.977
Morocco,2003,0,2188.8011,-2188.8011
Morocco,2004,0,2735.789,-2735.789
Morocco,2005,0,2641.735,-2641.735
Morocco,2006,0,3038.5634,-3038.5634
Morocco,2007,0,2801.1189,-2801.1189
Morocco,2008,0,3848.1348,-3848.1348
Morocco,2009,0,2935.4885,-2935.4885
Morocco,2010,0,4234.3002,-4234.3002
Morocco,2011,0,2266.7166,-2266.7166
Morocco,2012,0,4450.7465,-4450.7465
Morocco,2013,0,5385.1173,-5385.1173
Netherlands,1947,0,1581.5033,-1581.5033
Netherlands,1948,0,64.8822,-64.8822
Netherlands,1949,0,32.4411,-32.4411
Netherlands,1952,0,121.6541,-121.6541
Netherlands,1957,0,178.426,-178.426
Netherlands,1973,849.4532,0,849.4532
Netherlands,1974,1329.6247,0,1329.6247
Netherlands,1975,1147.9084,0,1147.9084
Netherlands,1976,1806.4851,0,1806.4851
Netherlands,1977,1859.8599,0,1859.8599
Netherlands,1978,1882.3112,0,1882.3112
Netherlands,1979,1553.1635,0,1553.1635
Netherlands,1980,1958.502,0,1958.502
Netherlands,1981,1504.2468,0,1504.2468
Netherlands,1982,1334.3771,0,1334.3771
Netherlands,1983,1817.559,0,1817.559
Netherlands,1984,2162.5246,0,2162.5246
Netherlands,1985,1399.1544,0,1399.1544
Netherlands,1986,2098.4732,0,2098.4732
Netherlands,1987,2732.0262,0,2732.0262
Netherlands,1988,2491.0782,0,2491.0782
Netherlands,1989,2633.8695,0,2633.8695
Netherlands,1990,1969.1875,0,1969.1875
Netherlands,1991,1834.7515,0,1834.7515
Netherlands,1992,2498.2162,0,2498.2162
Netherlands,1993,2951.0324,0,2951.0324
Netherlands,1994,2167.2722,0,2167.2722
Netherlands,1995,3023.1688,0,3023.1688
Netherlands,1996,3218.2951,0,3218.2951
Netherlands,1997,3286.074,0.4225,3285.6515
Netherlands,1998,3354.7855,0,3354.7855
Netherlands,1999,3144.8593,0,3144.8593
Netherlands,2000,4907.1251,0,4907.1251
Netherlands,2001,4538.1968,0,4538.1968
Netherlands,2002,7545.6373,0,7545.6373
Netherlands,2003,3437.8045,0,3437.8045
Netherlands,2004,3557.9631,0,3557.9631
Netherlands,2005,4300.5341,0,4300.5341
Netherlands,2006,12582.0345,0,12582.0345
Netherlands,2007,5098.4917,0,5098.4917
Netherlands,2008,5555.3851,0,5555.3851
Netherlands,2009,5405.7474,0,5405.7474
Netherlands,2010,6453.1711,0,6453.1711
Netherlands,2011,4026.1579,0,4026.1579
Netherlands,2012,5233.3873,0,5233.3873
Netherlands,2013,3244.3302,0,3244.3302
New Zealand,1963,0,57.9971,-57.9971
New Zealand,1964,0,236.1446,-236.1446
New Zealand,1965,0,445.4396,-445.4396
New Zealand,1971,0,97.6029,-97.6029
New Zealand,1972,0,43.6636,-43.6636
New Zealand,1974,10.6337,0,10.6337
New Zealand,1976,13.0377,0,13.0377
New Zealand,1980,0,11.7037,-11.7037
New Zealand,1981,83.9902,0,83.9902
New Zealand,1982,114.0618,213.8846,-99.8228
New Zealand,1983,97.6503,0,97.6503
New Zealand,1984,2.4321,0,2.4321
New Zealand,1985,54.9903,0.1618,54.8284
New Zealand,1995,137.3237,0.3383,136.9853
New Zealand,1998,0,0.3834,-0.3834
New Zealand,2002,167.8286,0,167.8286
New Zealand,2003,201.8375,0,201.8375
New Zealand,2004,253.642,0,253.642
New Zealand,2005,410.6599,0,410.6599
New Zealand,2006,409.6733,0,409.6733
New Zealand,2007,334.8599,0,334.8599
New Zealand,2008,431.7136,0,431.7136
New Zealand,2009,359.8851,0,359.8851
New Zealand,2010,326.9545,0,326.9545
New Zealand,2011,492.5003,0,492.5003
New Zealand,2012,310.0421,0,310.0421
New Zealand,2013,389.2201,0,389.2201
Nigeria,1958,0,227.0876,-227.0876
Nigeria,1962,0,103.756,-103.756
Nigeria,1964,0,813.7906,-813.7906
Nigeria,1965,0,481.0747,-481.0747
Nigeria,1968,0,99.0103,-99.0103
Nigeria,1969,0,112.243,-112.243
Nigeria,1970,0,226.2103,-226.2103
Nigeria,1971,0,541.6958,-541.6958
Nigeria,1972,0,672.9182,-672.9182
Nigeria,1973,0,613.6962,-613.6962
Nigeria,1974,0,909.7636,-909.7636
Nigeria,1975,0,371.9631,-371.9631
Nigeria,1976,0,100.0039,-100.0039
Nigeria,1977,0,228.2266,-228.2266
Nigeria,1978,0,299.7516,-299.7516
Nigeria,1979,0,821.9304,-821.9304
Nigeria,1980,0,515.6004,-515.6004
Nigeria,1981,0,2009.0915,-2009.0915
Nigeria,1982,0,775.1977,-775.1977
Nigeria,1983,0,1051.9019,-1051.9019
Nigeria,1984,0,604.7849,-604.7849
Nigeria,1985,0,876.8953,-876.8953
Nigeria,1986,0,2259.7074,-2259.7074
Nigeria,1987,0,1908.2313,-1908.2313
Nigeria,1988,0,2903.7693,-2903.7693
Nigeria,1989,0,4278.3237,-4278.3237
Nigeria,1990,0,1998.7986,-1998.7986
Nigeria,1991,0,3030.7563,-3030.7563
Nigeria,1992,0,1773.3117,-1773.3117
Nigeria,1993,0,933.0185,-933.0185
Nigeria,1994,0,588.19,-588.19
Nigeria,1995,0,40.1374,-40.1374
Nigeria,1996,0,70.2701,-70.2701
Nigeria,1997,0,27.3572,-27.3572
Nigeria,1998,0,90.7356,-90.7356
Nigeria,1999,0,295.8997,-295.8997
Nigeria,2000,0,2966.618,-2966.618
Nigeria,2001,0,1131.2178,-1131.2178
Nigeria,2002,0,1879.8525,-1879.8525
Nigeria,2003,0,852.303,-852.303
Nigeria,2004,0,4234.3021,-4234.3021
Nigeria,2005,0,7764.195,-7764.195
Nigeria,2006,0,14598.1347,-14598.1347
Nigeria,2007,0,2814.9182,-2814.9182
Nigeria,2008,0,2537.5604,-2537.5604
Nigeria,2009,0,3799.8678,-3799.8678
Nigeria,2010,0,1741.1543,-1741.1543
Nigeria,2011,0,2202.0971,-2202.0971
Nigeria,2012,0,3167.1567,-3167.1567
Nigeria,2013,0,3767.4299,-3767.4299
Norway,1954,0,202.7568,-202.7568
Norway,1955,0,202.7568,-202.7568
Norway,1956,0,202.7568,-202.7568
Norway,1959,0,162.2055,-162.2055
Norway,1960,0,202.7568,-202.7568
Norway,1963,0,185.8881,-185.8881
Norway,1973,391.3565,0,391.3565
Norway,1974,506.005,0,506.005
Norway,1975,571.2918,0,571.2918
Norway,1976,379.7766,0,379.7766
Norway,1977,368.3581,0,368.3581
Norway,1978,599.5689,0,599.5689
Norway,1979,671.8451,0,671.8451
Norway,1980,561.7363,43.7251,518.0111
Norway,1981,501.5066,130.9368,370.5697
Norway,1982,678.9395,63.586,615.3535
Norway,1983,103.4529,0,103.4529
Norway,1984,1196.0142,0,1196.0142
Norway,1985,1167.7515,0,1167.7515
Norway,1986,1655.7229,0,1655.7229
Norway,1987,1206.4834,0,1206.4834
Norway,1988,646.7168,0,646.7168
Norway,1989,956.2858,0,956.2858
Norway,1990,1160.7481,0,1160.7481
Norway,1991,1368.3649,0,1368.3649
Norway,1992,973.6218,62.6683,910.9535
Norway,1993,1433.37,67.0857,1366.2844
Norway,1994,1875.4786,0,1875.4786
Norway,1995,2077.3879,0,2077.3879
Norway,1996,1938.1411,0,1938.1411
Norway,1997,1634.3428,0,1634.3428
Norway,1998,1811.6165,0,1811.6165
Norway,1999,3015.0147,0,3015.0147
Norway,2000,1968.5996,0.3587,1968.2409
Norway,2001,2667.2996,0,2667.2996
Norway,2002,2515.8346,0,2515.8346
Norway,2003,2746.1521,0,2746.1521
Norway,2004,2330.4715,0,2330.4715
Norway,2005,2943.0628,0,2943.0628
Norway,2006,3674.5604,0,3674.5604
Norway,2007,3629.9614,0,3629.9614
Norway,2008,3979.2871,0,3979.2871
Norway,2009,5055.5722,0,5055.5722
Norway,2010,4361.0905,0,4361.0905
Norway,2011,3747.925,0,3747.925
Norway,2012,3538.4624,0,3538.4624
Norway,2013,4651.2659,0,4651.2659
Pakistan,1952,0,247.3633,-247.3633
Pakistan,1954,0,113.5438,-113.5438
Pakistan,1955,0,266.017,-266.017
Pakistan,1957,0,285.4816,-285.4816
Pakistan,1958,0,113.5438,-113.5438
Pakistan,1959,0,197.0796,-197.0796
Pakistan,1960,0,729.9246,-729.9246
Pakistan,1961,0,124.7733,-124.7733
Pakistan,1962,0,344.316,-344.316
Pakistan,1963,0,399.2876,-399.2876
Pakistan,1964,0,1227.2253,-1227.2253
Pakistan,1965,0,339.2468,-339.2468
Pakistan,1966,0,357.885,-357.885
Pakistan,1967,0,418.0864,-418.0864
Pakistan,1968,0,764.7693,-764.7693
Pakistan,1969,0,562.5671,-562.5671
Pakistan,1970,0,786.8888,-786.8888
Pakistan,1972,0,483.0285,-483.0285
Pakistan,1973,0,2133.0295,-2133.0295
Pakistan,1974,0,2446.6311,-2446.6311
Pakistan,1975,0,2806.9033,-2806.9033
Pakistan,1976,0,3994.4649,-3994.4649
Pakistan,1977,0,3134.9856,-3134.9856
Pakistan,1978,0,3103.4995,-3103.4995
Pakistan,1979,0,2526.8822,-2526.8822
Pakistan,1980,0,1847.6384,-1847.6384
Pakistan,1981,0,2485.066,-2485.066
Pakistan,1982,0,3420.8783,-3420.8783
Pakistan,1983,0,3691.5719,-3691.5719
Pakistan,1984,0,4158.6592,-4158.6592
Pakistan,1985,0,5227.902,-5227.902
Pakistan,1986,0,4382.5716,-4382.5716
Pakistan,1987,0,4628.2522,-4628.2522
Pakistan,1988,0,5208.9924,-5208.9924
Pakistan,1989,0,5358.5555,-5358.5555
Pakistan,1990,0,3736.208,-3736.208
Pakistan,1991,0,3510.3177,-3510.3177
Pakistan,1992,0,2610.0977,-2610.0977
Pakistan,1993,0,3291.8779,-3291.8779
Pakistan,1994,0,4632.7492,-4632.7492
Pakistan,1995,0,3489.908,-3489.908
Pakistan,1996,0,3740.2534,-3740.2534
Pakistan,1997,0,3737.2812,-3737.2812
Pakistan,1998,0,1319.8723,-1319.8723
Pakistan,1999,0,1869.7483,-1869.7483
Pakistan,2000,0,3370.4553,-3370.4553
Pakistan,2001,0,7075.3482,-7075.3482
Pakistan,2002,0,4573.1584,-4573.1584
Pakistan,2003,0,10364.1773,-10364.1773
Pakistan,2004,0,2488.6927,-2488.6927
Pakistan,2005,0,4939.6588,-4939.6588
Pakistan,2006,0,5149.8939,-5149.8939
Pakistan,2007,0,5134.2774,-5134.2774
Pakistan,2008,0,7491.8331,-7491.8331
Pakistan,2009,0,6769.6177,-6769.6177
Pakistan,2010,0,6656.8149,-6656.8149
Pakistan,2011,0,3401.0939,-3401.0939
Pakistan,2012,0,4820.0749,-4820.0749
Pakistan,2013,0,3648.9621,-3648.9621
Peru,1952,0,30.819,-30.819
Peru,1954,0,54.3388,-54.3388
Peru,1955,0,206.812,-206.812
Peru,1957,0,40.5514,-40.5514
Peru,1958,0,175.1819,-175.1819
Peru,1960,0,279.8044,-279.8044
Peru,1961,0,79.9829,-79.9829
Peru,1963,0,210.4253,-210.4253
Peru,1964,0,22.5246,-22.5246
Peru,1965,0,420.495,-420.495
Peru,1966,0,134.0315,-134.0315
Peru,1967,0,124.8552,-124.8552
Peru,1970,0,573.473,-573.473
Peru,1971,0,148.2151,-148.2151
Peru,1972,0,5.5944,-5.5944
Peru,1973,0,707.1059,-707.1059
Peru,1974,0,523.7841,-523.7841
Peru,1975,0,517.3944,-517.3944
Peru,1976,0,1298.3611,-1298.3611
Peru,1977,0,471.1618,-471.1618
Peru,1978,0,664.5007,-664.5007
Peru,1979,0,1377.9768,-1377.9768
Peru,1980,0,1049.1136,-1049.1136
Peru,1981,0,1427.8821,-1427.8821
Peru,1982,0,2216.3152,-2216.3152
Peru,1983,0,1737.9847,-1737.9847
Peru,1984,0,2045.9933,-2045.9933
Peru,1985,0,541.7924,-541.7924
Peru,1986,0,350.6311,-350.6311
Peru,1987,0,439.2608,-439.2608
Peru,1988,0,881.7984,-881.7984
Peru,1989,0,923.7136,-923.7136
Peru,1990,0,572.5331,-572.5331
Peru,1991,0,2374.9234,-2374.9234
Peru,1992,0,2950.6327,-2950.6327
Peru,1993,0,3019.4486,-3019.4486
Peru,1994,0,2353.4236,-2353.4236
Peru,1995,0,1282.7885,-1282.7885
Peru,1996,0,4357.3069,-4357.3069
Peru,1997,0,4531.6577,-4531.6577
Peru,1998,0,2336.9922,-2336.9922
Peru,1999,0,4339.871,-4339.871
Peru,2000,0,1725.9562,-1725.9562
Peru,2001,0,3105.4743,-3105.4743
Peru,2002,0,2953.2942,-2953.2942
Peru,2003,0,2916.4572,-2916.4572
Peru,2004,0,1629.8622,-1629.8622
Peru,2005,0,1776.8464,-1776.8464
Peru,2006,0,3162.547,-3162.547
Peru,2007,0,4432.2944,-4432.2944
Peru,2008,0,3161.1727,-3161.1727
Peru,2009,0,5402.4722,-5402.4722
Peru,2010,0,4473.1936,-4473.1936
Peru,2011,0,863.6936,-863.6936
Peru,2012,0,873.7696,-873.7696
Peru,2013,0,1192.4329,-1192.4329
Peru,9999,0,1.661,-1.661
Philippines,1957,0,170.3157,-170.3157
Philippines,1961,0,339.9274,-339.9274
Philippines,1962,0,28.4368,-28.4368
Philippines,1963,0,111.5328,-111.5328
Philippines,1964,0,190.3689,-190.3689
Philippines,1965,0,35.6352,-35.6352
Philippines,1966,0,175.4338,-175.4338
Philippines,1967,0,85.615,-85.615
Philippines,1968,0,2.2533,-2.2533
Philippines,1969,0,534.858,-534.858
Philippines,1970,0,165.6894,-165.6894
Philippines,1971,0,315.611,-315.611
Philippines,1972,0,529.1389,-529.1389
Philippines,1973,0,1588.5473,-1588.5473
Philippines,1974,0,2307.4845,-2307.4845
Philippines,1975,0,1518.6573,-1518.6573
Philippines,1976,0,1731.0109,-1731.0109
Philippines,1977,0,1670.2245,-1670.2245
Philippines,1978,0,3412.3744,-3412.3744
Philippines,1979,0,2021.6187,-2021.6187
Philippines,1980,0,2987.7743,-2987.7743
Philippines,1981,0,2595.4474,-2595.4474
Philippines,1982,0,3323.9602,-3323.9602
Philippines,1983,0,3252.4209,-3252.4209
Philippines,1984,0,4376.1126,-4376.1126
Philippines,1985,0,1189.3769,-1189.3769
Philippines,1986,0,3267.794,-3267.794
Philippines,1987,0,2718.3537,-2718.3537
Philippines,1988,0,3943.3643,-3943.3643
Philippines,1989,0,5686.5909,-5686.5909
Philippines,1990,0,5903.3804,-5903.3804
Philippines,1991,0,4888.708,-4888.708
Philippines,1992,0,3933.3467,-3933.3467
Philippines,1993,0,3439.3692,-3439.3692
Philippines,1994,0,4990.9783,-4990.9783
Philippines,1995,0,4221.7242,-4221.7242
Philippines,1996,0,3634.7902,-3634.7902
Philippines,1997,0,4044.7026,-4044.7026
Philippines,1998,0,6808.0937,-6808.0937
Philippines,1999,0,4810.0065,-4810.0065
Philippines,2000,0,3058.5117,-3058.5117
Philippines,2001,0,2808.0653,-2808.0653
Philippines,2002,0,2198.2654,-2198.2654
Philippines,2003,0,1317.4456,-1317.4456
Philippines,2004,0,1410.9732,-1410.9732
Philippines,2005,0,1048.8158,-1048.8158
Philippines,2006,0,2377.1878,-2377.1878
Philippines,2007,0,4917.6172,-4917.6172
Philippines,2008,0,2699.204,-2699.204
Philippines,2009,0,3774.3872,-3774.3872
Philippines,2010,0,2744.2114,-2744.2114
Philippines,2011,0,2282.5188,-2282.5188
Philippines,2012,0,2338.4243,-2338.4243
Philippines,2013,0,3374.717,-3374.717
Poland,1980,0,75.0005,-75.0005
Poland,1981,0,0.0354,-0.0354
Poland,1982,0,0.0703,-0.0703
Poland,1983,0,0.0633,-0.0633
Poland,1985,0,1014.2592,-1014.2592
Poland,1986,0,7.2046,-7.2046
Poland,1988,0,11.4648,-11.4648
Poland,1989,0,2635.6819,-2635.6819
Poland,1990,0,5556.8657,-5556.8657
Poland,1991,0,3750.3365,-3750.3365
Poland,1992,0,10529.6925,-10529.6925
Poland,1993,0,3100.0862,-3100.0862
Poland,1994,0,1941.0303,-1941.0303
Poland,1995,0,3821.2835,-3821.2835
Poland,1996,0,1008.3171,-1008.3171
Poland,1997,0,1655.9948,-1655.9948
Poland,1998,0,927.3601,-927.3601
Poland,1999,0,1325.6528,-1325.6528
Poland,2000,0,2545.167,-2545.167
Poland,2001,0,4957.8358,-4957.8358
Poland,2002,0,4109.0248,-4109.0248
Poland,2003,0,3084.6838,-3084.6838
Poland,2004,0,1385.0801,-1385.0801
Poland,2005,0,625.7095,-625.7095
Poland,2006,0,666.2389,-666.2389
Poland,2007,0,358.3262,-358.3262
Poland,2008,0,1306.3874,-1306.3874
Poland,2009,0,11380.6109,-11380.6109
Poland,2010,0,10978.9301,-10978.9301
Poland,2011,0,13207.1321,-13207.1321
Poland,2013,136.9074,0,136.9074
Russia,1990,0,0.3197,-0.3197
Russia,1991,0,5.6468,-5.6468
Russia,1992,0,2375.6923,-2375.6923
Russia,1993,0,9661.1825,-9661.1825
Russia,1994,0,11519.6074,-11519.6074
Russia,1995,0,13516.6698,-13516.6698
Russia,1996,0,19162.4111,-19162.4111
Russia,1997,0,15645.5662,-15645.5662
Russia,1998,0,11949.3684,-11949.3684
Russia,1999,0,7510.0994,-7510.0994
Russia,2000,0,9075.1033,-9075.1033
Russia,2001,0,3781.1181,-3781.1181
Russia,2002,0,4904.1162,-4904.1162
Russia,2003,0,3770.4663,-3770.4663
Russia,2004,0,4188.0842,-4188.0842
Russia,2005,0,2299.8032,-2299.8032
Russia,2006,0,2795.0416,-2795.0416
Russia,2007,0,3025.3541,-3025.3541
Russia,2008,0,411.6298,-411.6298
Russia,2009,0,28.6723,-28.6723
Russia,2010,0,184.8527,-184.8527
Russia,2011,0,565,-565
Russia,9999,0,5.55,-5.55
Saudi Arabia,1973,0,0.0651,-0.0651
Saudi Arabia,1975,1682.2665,0,1682.2665
Saudi Arabia,1976,1086.627,0,1086.627
Saudi Arabia,1977,4051.8375,0,4051.8375
Saudi Arabia,1978,2714.7099,0.6229,2714.087
Saudi Arabia,1979,1304.7859,12.0142,1292.7717
Saudi Arabia,1980,1092.7059,120.3755,972.3304
Saudi Arabia,1981,1270.0349,409.5481,860.4869
Saudi Arabia,1982,2180.7624,197.0839,1983.6785
Saudi Arabia,1983,1159.1974,206.7458,952.4517
Saudi Arabia,1984,1069.1627,59.2011,1009.9616
Saudi Arabia,1985,1026.6533,35.5296,991.1237
Saudi Arabia,1986,668.3298,38.7404,629.5894
Saudi Arabia,1987,330.6704,27.4587,303.2116
Saudi Arabia,1988,116.2396,42.4318,73.8078
Saudi Arabia,1989,391.7031,0,391.7031
Saudi Arabia,1990,327.9725,0.1143,327.8582
Saudi Arabia,1991,37.5857,89.9,-52.3143
Saudi Arabia,1992,152.4926,148.4796,4.013
Saudi Arabia,1993,242.8518,0.4304,242.4214
Saudi Arabia,1994,485.8593,5.6828,480.1765
Saudi Arabia,1995,148.081,7.3979,140.6831
Saudi Arabia,1996,79.2327,2.7987,76.4341
Saudi Arabia,1997,28.3654,2.4674,25.898
Saudi Arabia,1998,91.8068,1.671,90.1358
Saudi Arabia,1999,114.1776,2737.9459,-2623.7683
Saudi Arabia,2000,82.7713,711.4268,-628.6555
Saudi Arabia,2001,462.9696,5.0538,457.9158
Saudi Arabia,2002,530.4355,13.6774,516.7581
Saudi Arabia,2003,306.2423,9.5365,296.7058
Saudi Arabia,2004,238.7323,92.9632,145.7692
Saudi Arabia,2005,260.2084,12.9912,247.2172
Saudi Arabia,2006,573.1377,15.1462,557.9915
Saudi Arabia,2007,339.675,16.9699,322.7051
